models_filename;type_model;windows;dim_emb;ref_err_dis_cos;ref_rmse_dis_cos;ref_err_moy_freq;ref_rmse_freq
cbow_3_10.kv;cbow;3;10;-0.5551216400309551;0.6470337655896924;0.16472063552047853;0.4176516950748919
skipgram_2_1.kv;skipgram;2;1;-0.46621471311112006;0.8941665386113546;-0.12866939918508938;0.3576846739465058
skipgram_7_60.kv;skipgram;7;60;-0.7440243129919734;0.7640524086623975;0.2942859357664375;0.5013567964997343
cbow_9_10.kv;cbow;9;10;-0.611812862300826;0.6834887367666532;0.164470719902327;0.4139769954538327
skipgram_10_60.kv;skipgram;10;60;-0.7296604703826479;0.7504362445627176;0.295935217349877;0.502638033895184
cbow_5_220.kv;cbow;5;220;-0.7691042413189139;0.7872789055546345;0.13956919230825135;0.40239884674833054
cbow_10_20.kv;cbow;10;20;-0.681964818616347;0.720099723106084;0.15427464717082598;0.4067053708848699
glove_9_60.kv;glove;9;60;0.20963915437265315;0.29661040873874733;0.3154419590154536;0.49546785422348105
cbow_3_100.kv;cbow;3;100;-0.7270877548916378;0.7521378418422301;0.14442054298306387;0.40776192319326554
glove_2_200.kv;glove;2;200;0.19921726931988107;0.26305924819483323;0.29371464239053374;0.47009290582992463
cbow_8_40.kv;cbow;8;40;-0.7164314199567803;0.7449016152937764;0.15122196221308154;0.4060672135630642
skipgram_6_1.kv;skipgram;6;1;-0.7554837644330485;0.8247354243452492;-0.19170263998100803;0.3365029099826187
skipgram_4_120.kv;skipgram;4;120;-0.7724736437779413;0.7901573655810084;0.25472215358626893;0.48028045348389303
glove_10_240.kv;glove;10;240;0.19888046466885118;0.2643802517161706;0.2882867497080953;0.47810630914217683
glove_3_240.kv;glove;3;240;0.20279763267159354;0.26703670890565273;0.29996334032612576;0.4939070916367613
glove_6_15.kv;glove;6;15;0.20908622979802047;0.362848385800412;0.3044489017439992;0.4882729941292587
glove_7_200.kv;glove;7;200;0.2045571606198746;0.2670619809945009;0.3101723327664811;0.484343712270228
cbow_4_10.kv;cbow;4;10;-0.5839506960575342;0.6652249909370953;0.1626878000804252;0.416028915212885
skipgram_8_15.kv;skipgram;8;15;-0.7199629680688086;0.741429381749489;0.29236978144697506;0.5037945509069922
glove_15_220.kv;glove;15;220;0.20104094502970934;0.2652609698419053;0.293243880499153;0.47577162335004797
cbow_2_300.kv;cbow;2;300;-0.7332774771407861;0.759510474199296;0.1444439599553624;0.4096101907496424
glove_9_40.kv;glove;9;40;0.20443388620240494;0.31041492996709985;0.30073004429845174;0.4899716739694861
skipgram_6_120.kv;skipgram;6;120;-0.7603732967773861;0.7792586655475301;0.2860290305857957;0.5052611134124396
cbow_5_180.kv;cbow;5;180;-0.765174605116729;0.7847018425640689;0.1448509307842748;0.41012383319953216
skipgram_6_40.kv;skipgram;6;40;-0.7464421826377106;0.7662494785364836;0.2806520092569714;0.5023738373699392
glove_8_10.kv;glove;8;10;0.21580715510073736;0.4164032771666687;0.30513405005418204;0.48528826952638965
glove_6_120.kv;glove;6;120;0.197187083516382;0.2668732199916829;0.2801755949929668;0.4598653972997073
skipgram_2_200.kv;skipgram;2;200;-0.7858799808270488;0.8028980060558076;0.1785737933395671;0.42987700237187115
skipgram_6_300.kv;skipgram;6;300;-0.7675295878298766;0.7857432051810026;0.30335678260490395;0.5059813034822384
skipgram_3_200.kv;skipgram;3;200;-0.782718832269282;0.7998315549633545;0.2295097454978852;0.46981100132866593
glove_10_20.kv;glove;10;20;0.20514887780954838;0.3372639769257958;0.2967879181342648;0.48118476165805046
skipgram_15_300.kv;skipgram;15;300;-0.7379689614424658;0.7584741974371855;0.3150034963962087;0.5055564909257885
cbow_15_280.kv;cbow;15;280;-0.777989388700621;0.7981007501095303;0.14694594232318975;0.41091580231448266
cbow_5_15.kv;cbow;5;15;-0.6391485598456828;0.6921723253517732;0.1540142342892303;0.4048466808654767
glove_15_140.kv;glove;15;140;0.20105790657452619;0.2722166056917313;0.2944942660717141;0.4895788824974998
cbow_6_60.kv;cbow;6;60;-0.7149006099480713;0.7449029844269712;0.15117755071389466;0.4048033240240116
cbow_4_60.kv;cbow;4;60;-0.7171780749899082;0.7440955838778054;0.14664031046060377;0.40238502017753247
skipgram_2_10.kv;skipgram;2;10;-0.7135179344916638;0.737816893947903;0.20084777514538707;0.42840647814029775
cbow_9_180.kv;cbow;9;180;-0.767255600109482;0.7901599302854937;0.14333447995749415;0.4069362646383396
skipgram_15_5.kv;skipgram;15;5;-0.7040111641443014;0.7262744758279738;0.2921711409233393;0.4885290649300253
skipgram_8_160.kv;skipgram;8;160;-0.7498320857574222;0.7694891227840128;0.29468685048182436;0.5006274783999912
glove_6_140.kv;glove;6;140;0.19955901984342816;0.269820454974037;0.28890608825130126;0.47240932339225894
cbow_10_240.kv;cbow;10;240;-0.776608378913914;0.7945692307789274;0.14060357649840363;0.40258950766660184
skipgram_8_180.kv;skipgram;8;180;-0.7516748555849015;0.771262815276849;0.30389295052236;0.5091322545484059
cbow_7_20.kv;cbow;7;20;-0.677688110488703;0.7185124831947172;0.15058728151561104;0.4044595990767803
cbow_7_60.kv;cbow;7;60;-0.7349728511937519;0.7583278620601097;0.1469677443318815;0.40380831243360016
cbow_2_120.kv;cbow;2;120;-0.7004859134414368;0.7329917647823545;0.14582233139376205;0.40779758282470363
glove_5_60.kv;glove;5;60;0.20472638808248034;0.2902910371108691;0.30380654996939643;0.4982147133033505
glove_3_10.kv;glove;3;10;0.2019518725892665;0.41096613269334187;0.29840368922286337;0.49560154593540934
glove_10_160.kv;glove;10;160;0.19932485179987217;0.2739310491775851;0.28610008898449474;0.493560012344465
glove_15_80.kv;glove;15;80;0.1919904251797103;0.2741585339373084;0.27301969125125763;0.46589444255163176
glove_9_1.kv;glove;9;1;0.23985060570692038;1.0380178659265076;0.052296962737944715;0.36174261342814423
skipgram_2_260.kv;skipgram;2;260;-0.7875270846424389;0.804374191993834;0.18195794957760628;0.4340993178429809
cbow_9_140.kv;cbow;9;140;-0.7638576506871678;0.783086215330803;0.14554657635790175;0.40560536222567
glove_8_60.kv;glove;8;60;0.19406631872795513;0.2809634052133735;0.28163229216629604;0.4688560293560128
skipgram_9_220.kv;skipgram;9;220;-0.7484688738594194;0.768190739255766;0.30499274073858745;0.5031286562966711
glove_4_140.kv;glove;4;140;0.19990198774401585;0.2691256902214273;0.288998948658692;0.48005286640373374
cbow_7_5.kv;cbow;7;5;-0.5270865579616586;0.6598880681918119;0.17818256840582097;0.41751528641796426
skipgram_9_60.kv;skipgram;9;60;-0.7357391477417647;0.7561526400053082;0.30619831107106005;0.5074069307175894
skipgram_4_200.kv;skipgram;4;200;-0.7758027521066344;0.7932668811842334;0.2554093206009602;0.482446283089893
cbow_5_100.kv;cbow;5;100;-0.7429419494202161;0.765802601727871;0.14713327810157797;0.4062450419067437
cbow_7_10.kv;cbow;7;10;-0.6143802483073648;0.6807625199178331;0.1636442622765496;0.41070603543857165
glove_15_100.kv;glove;15;100;0.19798602037409518;0.2698286288522155;0.2848327462940623;0.4778940294664425
skipgram_7_140.kv;skipgram;7;140;-0.7537925281521356;0.7732526490180313;0.2940638782705032;0.5074737422441086
glove_15_280.kv;glove;15;280;0.2006336622214925;0.2648811402020221;0.29761881690996095;0.4851471428522426
glove_2_220.kv;glove;2;220;0.20137742505461148;0.26807690949814167;0.2970188579300366;0.4872250480560115
glove_15_10.kv;glove;15;10;0.20704692849236891;0.4057476118727463;0.2987916842293959;0.48487067406103956
glove_7_15.kv;glove;7;15;0.20164844300960005;0.3617825701853015;0.29400573958065856;0.4900962651587962
cbow_4_15.kv;cbow;4;15;-0.629384680999469;0.6826235781859396;0.15231811876119372;0.4059392549467408
